0,1
1,1
2,1
3,1
4,1
5,0
6,1
7,5
8,10
9,2
10,5
11,3
12,3
13,2
14,6
15,1
16,5
17,2
18,3
19,2
20,3
21,2
22,1
23,5
24,5
25,2
26,0
27,2
28,0
29,1
30,1
31,7
32,0
33,8
34,3
35,6
36,3
37,3
38,5
39,4
40,6
41,5
42,3
43,1
44,7
45,1
46,1
47,0
48,2
49,1
50,0
51,1
52,1
53,1
54,1
55,7
56,4
57,3
58,3
59,3
60,3
61,5
62,3
63,3
64,6
65,3
66,3
67,2
68,1
69,2
70,1
71,1
72,1
73,1
74,1
75,1
76,3
77,1
78,1
79,5
80,5
81,3
82,7
83,0
84,1
85,5
86,5
87,4
88,9
89,0
90,2
91,2
92,4
93,4
94,3
95,0
96,2
97,3
98,1
99,1
100,1
101,0
102,1
103,0
104,5
105,1
106,4
107,4
108,2
109,3
110,5
111,5
112,3
113,2
114,1
115,1
116,0
117,2
118,1
119,1
120,1
121,1
122,1
123,2
124,0
125,1
126,1
127,1
128,2
129,1
130,1
131,1
132,0
133,2
134,2
135,1
136,3
137,1
138,1
139,2
140,4
141,0
142,4
143,2
144,14
145,8
146,2
147,3
148,0
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,2
157,3
158,1
159,2
160,3
161,2
162,2
163,0
164,1
165,0
166,2
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,8
176,6
177,4
178,4
179,7
180,3
181,4
182,4
183,3
184,2
185,2
186,1
187,4
188,2
189,2
190,0
191,2
192,1
193,1
194,1
195,0
196,2
197,1
198,0
199,9
200,2
201,0
202,5
203,2
204,3
205,3
206,4
207,2
208,4
209,3
210,0
211,2
212,3
213,1
214,2
215,0
216,4
217,0
218,1
219,0
220,1
221,2
222,0
223,5
224,1
225,7
226,3
227,3
228,2
229,3
230,5
231,2
232,3
233,3
234,2
235,3
236,1
237,2
238,1
239,3
240,2
241,0
242,2
243,0
244,2
245,1
246,1
247,2
248,4
249,3
250,2
251,2
252,3
253,5
254,5
255,4
256,6
257,3
258,2
259,2
260,3
261,3
262,1
263,1
264,0
265,3
266,0
267,1
268,1
269,1
270,0
271,6
272,5
273,2
274,4
275,5
276,2
277,4
278,6
279,4
280,6
281,4
282,4
283,2
284,3
285,1
286,2
287,1
288,2
289,2
290,0
291,1
292,0
293,2
294,0
295,1
296,1
297,0
298,2
299,5
300,1
301,3
302,0
303,2
304,1
305,1
306,1
307,2
308,2
309,3
310,0
311,4
312,15
313,8
314,2
315,1
316,1
317,1
318,1
319,1
320,0
321,3
322,4
323,0
324,2
325,1
326,4
327,2
328,2
329,2
330,2
331,0
332,2
333,2
334,0
335,2
