,0
2012-08-09 00:00:00,2.3653307100246623
2012-08-09 01:00:00,3.3207469280680146
2012-08-09 02:00:00,2.9667140498464692
2012-08-09 03:00:00,2.6571722858567814
2012-08-09 04:00:00,2.8569839798031955
2012-08-09 05:00:00,2.478360967430527
2012-08-09 06:00:00,2.9420703301460254
2012-08-09 07:00:00,2.656980410490773
2012-08-09 08:00:00,3.2634533747655525
2012-08-09 09:00:00,3.0657646792584985
2012-08-09 10:00:00,3.7511418990257246
2012-08-09 11:00:00,3.5890709509847647
2012-08-09 12:00:00,4.28193298203356
2012-08-09 13:00:00,4.084917295761143
2012-08-09 14:00:00,4.714460368562961
2012-08-09 15:00:00,4.419460403717019
2012-08-09 16:00:00,4.933295086728937
2012-08-09 17:00:00,4.502674873815171
2012-08-09 18:00:00,4.880196473455181
2012-08-09 19:00:00,4.311914031470489
2012-08-09 20:00:00,4.569734324934687
2012-08-09 21:00:00,3.8979490261903296
2012-08-09 22:00:00,4.085435591398212
2012-08-09 23:00:00,3.3713632426550006
2012-08-10 00:00:00,2.9704712273658234
2012-08-10 01:00:00,2.1491467880811106
2012-08-10 02:00:00,3.7280481901429194
2012-08-10 03:00:00,2.1522938465975154
2012-08-10 04:00:00,3.5806660991505965
2012-08-10 05:00:00,2.545139459815936
2012-08-10 06:00:00,3.203404004593786
2012-08-10 07:00:00,2.9070058201832807
2012-08-10 08:00:00,2.9429022950534995
2012-08-10 09:00:00,3.0796983158484164
2012-08-10 10:00:00,2.862902119452565
2012-08-10 11:00:00,3.094957476992931
2012-08-10 12:00:00,2.893153808404147
2012-08-10 13:00:00,3.043469127053307
2012-08-10 14:00:00,2.9501482496550615
2012-08-10 15:00:00,2.9930963592939968
2012-08-10 16:00:00,2.9883918521198427
2012-08-10 17:00:00,2.9688388087513307
2012-08-10 18:00:00,3.000111124104679
2012-08-10 19:00:00,2.966836143116603
2012-08-10 20:00:00,2.995831184254185
2012-08-10 21:00:00,2.9742894878706294
2012-08-10 22:00:00,2.987671351852337
2012-08-10 23:00:00,2.9815349975934358
2012-08-11 00:00:00,0.46495281082792217
2012-08-11 01:00:00,3.307483598557213
2012-08-11 02:00:00,2.0270056471212063
2012-08-11 03:00:00,2.476580053868144
2012-08-11 04:00:00,1.9785469192447134
2012-08-11 05:00:00,2.106218722297532
2012-08-11 06:00:00,2.0840113717421223
2012-08-11 07:00:00,2.246309159313573
2012-08-11 08:00:00,2.4021945497742
2012-08-11 09:00:00,2.6147310842624476
2012-08-11 10:00:00,2.854621712684509
2012-08-11 11:00:00,3.100719245097578
2012-08-11 12:00:00,3.354116655550888
2012-08-11 13:00:00,3.5732250494159596
2012-08-11 14:00:00,3.7684032608888787
2012-08-11 15:00:00,3.9010041124867594
2012-08-11 16:00:00,3.986469089673443
2012-08-11 17:00:00,3.9961304504140815
2012-08-11 18:00:00,3.9504107762407212
2012-08-11 19:00:00,3.833236299903692
2012-08-11 20:00:00,3.669783161965417
2012-08-11 21:00:00,3.4560159980354657
2012-08-11 22:00:00,3.2196426131691918
2012-08-11 23:00:00,2.965680999747381
2012-08-12 00:00:00,3.921762844910492
2012-08-12 01:00:00,2.1738012379837395
2012-08-12 02:00:00,3.4702818258892765
2012-08-12 03:00:00,3.162438707616088
2012-08-12 04:00:00,3.3337530850332993
2012-08-12 05:00:00,3.290847248750234
2012-08-12 06:00:00,3.313094523670158
2012-08-12 07:00:00,3.307192060675437
2012-08-12 08:00:00,3.3100889394252495
2012-08-12 09:00:00,3.309281811293715
2012-08-12 10:00:00,3.3096601317748333
2012-08-12 11:00:00,3.309550278178164
2012-08-12 12:00:00,3.3095998140786342
2012-08-12 13:00:00,3.309584919187295
2012-08-12 14:00:00,3.3095914200453844
2012-08-12 15:00:00,3.309589406716944
2012-08-12 16:00:00,3.3095902615567065
2012-08-12 17:00:00,3.3095899901088
2012-08-12 18:00:00,3.309590102711402
2012-08-12 19:00:00,3.3095900661901476
2012-08-12 20:00:00,3.309590081044743
2012-08-12 21:00:00,3.30959007613964
2012-08-12 22:00:00,3.3095900781017926
2012-08-12 23:00:00,3.3095900774439513
2012-08-13 00:00:00,2.236713588862024
2012-08-13 01:00:00,2.5474007317672647
2012-08-13 02:00:00,2.213152197329527
2012-08-13 03:00:00,2.397463388806845
2012-08-13 04:00:00,2.0276993048525185
2012-08-13 05:00:00,2.2858376326557504
2012-08-13 06:00:00,2.0673870233073757
2012-08-13 07:00:00,2.4681915514862784
2012-08-13 08:00:00,2.3621136977347903
2012-08-13 09:00:00,2.8507121855562616
2012-08-13 10:00:00,2.8022725972786175
2012-08-13 11:00:00,3.3257971641729744
2012-08-13 12:00:00,3.275624793351811
2012-08-13 13:00:00,3.770592733466387
2012-08-13 14:00:00,3.6556882120103986
2012-08-13 15:00:00,4.065483892217506
2012-08-13 16:00:00,3.8396956037978773
2012-08-13 17:00:00,4.131740488344482
2012-08-13 18:00:00,3.778067429874393
2012-08-13 19:00:00,3.952066845914852
2012-08-13 20:00:00,3.48694560334925
2012-08-13 21:00:00,3.5749762258714237
2012-08-13 22:00:00,3.043941588697213
2012-08-13 23:00:00,3.101892550088557
2012-08-14 00:00:00,0.717639848217267
2012-08-14 01:00:00,3.766684420372407
2012-08-14 02:00:00,1.6958097442355349
2012-08-14 03:00:00,2.817652084122904
2012-08-14 04:00:00,1.9042864468583738
2012-08-14 05:00:00,2.4484721136019427
2012-08-14 06:00:00,2.0989536214380324
2012-08-14 07:00:00,2.5302346638494195
2012-08-14 08:00:00,2.4390294940441306
2012-08-14 09:00:00,2.862093528014556
