,0
2012-08-14 10:00:00,2.8834677193179403
2012-08-14 11:00:00,3.3086826926116095
2012-08-14 12:00:00,3.3524657137430696
2012-08-14 13:00:00,3.739492498696908
2012-08-14 14:00:00,3.7304004875898715
2012-08-14 15:00:00,4.030623612364335
2012-08-14 16:00:00,3.918193099512128
2012-08-14 17:00:00,4.102056319339134
2012-08-14 18:00:00,3.867187200903997
2012-08-14 19:00:00,3.93437273590452
2012-08-14 20:00:00,3.591288251968571
2012-08-14 21:00:00,3.5723420674531488
2012-08-14 22:00:00,3.1642789829733666
2012-08-14 23:00:00,3.1131229361601265
2012-08-15 00:00:00,1.0877815001832696
2012-08-15 01:00:00,3.7301824048276075
2012-08-15 02:00:00,1.719947307700262
2012-08-15 03:00:00,2.455467538544831
